Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Length
1778132299.0695827,0.0.0.0,0.0.0.0,0,0,OTHER,410
1778132299.0728674,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.0728889,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0730443,0.0.0.0,0.0.0.0,0,0,OTHER,88
1778132299.0732179,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.073248,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0735674,0.0.0.0,0.0.0.0,0,0,OTHER,84
1778132299.0736074,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0739167,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.0750866,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0904586,0.0.0.0,0.0.0.0,0,0,OTHER,84
1778132299.09049,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.094845,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.094883,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0950327,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.0956433,0.0.0.0,0.0.0.0,0,0,OTHER,84
1778132299.0957072,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0960608,0.0.0.0,0.0.0.0,0,0,OTHER,138
1778132299.0961032,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.096664,0.0.0.0,0.0.0.0,0,0,OTHER,88
1778132299.097051,0.0.0.0,0.0.0.0,0,0,OTHER,138
1778132299.0970957,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.0971866,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1039624,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1040192,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1040945,0.0.0.0,0.0.0.0,0,0,OTHER,86
1778132299.1041546,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1044512,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1044803,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1060495,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1061504,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1061814,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1074162,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1074474,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1090548,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1091607,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1091897,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.11078,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1109886,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.111075,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1111054,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1114874,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1116374,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1116674,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1123378,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1124535,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1124842,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.112673,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1138806,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1139114,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1141884,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1144404,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1145537,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1145854,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1160092,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.116039,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.116481,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1166716,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1167004,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1171958,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1173673,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1173987,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1178675,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1184006,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.119131,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1191604,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.119779,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1202023,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.120233,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.120386,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1205752,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1206055,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.12114,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1213348,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.121455,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1214855,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1217325,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1218898,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1224036,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1224334,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1230836,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1231987,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1232264,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1236444,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1237655,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1237965,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.124114,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1241446,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1243014,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1244931,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1249385,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1255097,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1256187,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1256495,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1264098,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1264906,0.0.0.0,0.0.0.0,0,0,OTHER,76
1778132299.1265213,0.0.0.0,0.0.0.0,0,0,OTHER,70
1778132299.1267772,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.127006,0.0.0.0,0.0.0.0,0,0,OTHER,112
1778132299.1270978,0.0.0.0,0.0.0.0,0,0,OTHER,76
