mean_packet_size,std_packet_size,min_packet_size,max_packet_size,total_bytes,mean_iat,std_iat,max_iat,flow_duration,packet_count,large_packet_ratio,burst_density,mean_burst_time,label,group_id
88.91,51.93401486501887,70.0,469.0,8891,0.0005919259003918581,0.001169237015875258,0.004712581634521484,0.058600664138793945,100,0.0,151719.24092364148,0.058600664138793945,signaling,0
82.96,34.57684774527603,70.0,410.0,8296,0.0005972000083538017,0.0014962157600345622,0.009510517120361328,0.05912280082702637,100,0.0,140315.74228914888,0.05912280082702637,signaling,0
82.16,14.793728400913679,70.0,112.0,8216,0.0008957121107313368,0.0025528783614598306,0.017210006713867188,0.08867549896240234,100,0.0,92651.379972539,0.08867549896240234,signaling,0
92.82,59.67417867051041,70.0,469.0,9282,0.00040601479886758206,0.0009144281556086825,0.006283760070800781,0.040195465087890625,100,0.0,230915.82754116968,0.040195465087890625,signaling,0
78.38,7.566743024578011,70.0,88.0,7838,0.0003310550342906605,0.0009968270324947517,0.00863790512084961,0.03277444839477539,100,0.0,239142.41860530656,0.03277444839477539,signaling,0
78.24,8.179388730216948,70.0,112.0,7824,0.00018769081192787247,0.00022323086079420655,0.0009598731994628906,0.018581390380859375,100,0.0,421043.78605989466,0.018581390380859375,signaling,0
81.39,33.760893056908316,70.0,409.0,8139,0.0001553814820568971,0.00015735937847705602,0.0008754730224609375,0.015382766723632812,100,0.0,529064.1847485068,0.015382766723632812,signaling,0
82.43,39.591730197100496,70.0,469.0,8243,0.00048684833025691487,0.0017755012098321313,0.016277074813842773,0.04819798469543457,100,0.0,171020.19994999564,0.04819798469543457,signaling,0
89.42,36.43684399066417,70.0,409.0,8942,0.0006177545797945273,0.0010060226553746895,0.004371166229248047,0.0611577033996582,100,0.0,146209.7706938956,0.0611577033996582,signaling,0
87.25,36.61703838379068,70.0,422.0,8725,0.0003406471676296658,0.0005809251110132304,0.0026810169219970703,0.033724069595336914,100,0.0,258709.62179441683,0.033724069595336914,signaling,0
98.77,35.52713188536333,70.0,409.0,9877,0.00072613147774128,0.001077094275231044,0.007726907730102539,0.07188701629638672,100,0.0,137394.24884501152,0.07188701629638672,signaling,0
92.04,66.38326897645219,70.0,573.0,9204,0.0007303748467955926,0.0014914431071418848,0.008597850799560547,0.07230710983276367,100,0.0,127288.6267015869,0.07230710983276367,signaling,0
103.79,90.96672963232216,70.0,573.0,10379,0.001308739787400371,0.0032109787478778696,0.018523216247558594,0.12956523895263672,100,0.0,80105.74424248026,0.12956523895263672,signaling,0
89.17,61.21879694995647,70.0,469.0,8917,0.0014246545656762942,0.002996839943523573,0.01704716682434082,0.14104080200195312,100,0.0,63222.39132960396,0.14104080200195312,signaling,0
85.74,52.04490753186136,70.0,469.0,8574,0.0009118330599081636,0.002701970519751311,0.02118229866027832,0.0902714729309082,100,0.0,94979.11956574269,0.0902714729309082,signaling,0
88.2,59.199999999999996,70.0,469.0,8820,0.0007042884826660156,0.0014379740848812711,0.007232189178466797,0.06972455978393555,100,0.0,126495.93674588308,0.06972455978393555,signaling,0
78.55,33.73940574461856,70.0,409.0,7855,0.0008234471985788057,0.002563158344290102,0.01883840560913086,0.08152127265930176,100,0.0,96354.03606604112,0.08152127265930176,signaling,0
80.91,39.6446957359998,70.0,469.0,8091,0.0008177010699956104,0.0020955650941195925,0.01524043083190918,0.08095240592956543,100,0.0,99946.38158942541,0.08095240592956543,signaling,0
86.34,51.14122016534216,70.0,469.0,8634,0.0010978188177551886,0.0028925576337895755,0.02391982078552246,0.10868406295776367,100,0.0,79440.53915996972,0.10868406295776367,signaling,0
84.5,51.3241658480681,70.0,469.0,8450,0.0007998341261738479,0.002046209148560168,0.015029668807983398,0.07918357849121094,100,0.0,106712.6978637375,0.07918357849121094,signaling,0
88.99,55.87226413883725,70.0,409.0,8899,0.0014026261339283952,0.004307675658748309,0.030614376068115234,0.13885998725891113,100,0.0,64085.67428234905,0.13885998725891113,signaling,0
85.83,51.189853486799514,70.0,469.0,8583,0.0009900078629002426,0.002130512571240404,0.013466835021972656,0.09801077842712402,100,0.0,87571.10765398294,0.09801077842712402,signaling,0
81.81,39.61835307026278,70.0,469.0,8181,0.0005478353211373994,0.002114819101743453,0.018778324127197266,0.05423569679260254,100,0.0,150838.83207864946,0.05423569679260254,signaling,0
85.13,51.53904442265107,70.0,469.0,8513,0.0012339269272004716,0.0027918810638542023,0.014917612075805664,0.12215876579284668,100,0.0,69687.42895624065,0.12215876579284668,signaling,0
