Biflow_ID,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,total_bytes,packet_count,duration,mean_iat,std_iat,max_iat,min_iat,byte_rate,packet_rate,label
10.42.0.113_202.138.173.83_443_57854_UDP,1052.665625,441.1842416364839,84.0,1274.0,336853,320,7.864296913146973,0.024652968379771073,0.2854762464333329,3.6633663177490234,0.0,42833.19423045676,40.69021844468109,Other/Media
10.42.0.113_202.138.173.83_443_58125_UDP,1152.256875365711,350.3633341333545,75.0,1294.0,1969207,1709,114.59709572792053,0.06709431834187385,1.2328708474699956,25.50801157951355,0.0,17183.7424876072,14.91311777345942,Other/Media
10.42.0.113_202.138.173.83_443_58899_UDP,1144.300727032386,356.985407372348,84.0,1274.0,3462654,3026,14.938482999801636,0.00493834148753773,0.11338902637756437,5.363548517227173,0.0,231794.20348450216,202.564062058786,Other/Media
10.42.0.113_202.138.173.83_443_59023_UDP,633.046875,547.1434178327785,78.0,1294.0,40515,64,35.738903522491455,0.5672841828966898,3.335981022976578,25.507203102111816,0.0,1133.6385527570612,1.7907655775997018,Other/Media
10.42.0.113_202.138.173.83_443_60168_UDP,1132.0703363914374,362.7403869504515,78.0,1294.0,740374,654,93.4316132068634,0.1430805715265902,1.8126940339439648,25.50898790359497,0.0,7924.234278568343,6.999772031680876,Other/Media
10.42.0.113_202.138.179.113_443_52276_TCP,452.9117647058824,577.3796980704678,54.0,1616.0,15399,34,0.09503674507141113,0.0028799013658003373,0.0068507766814713145,0.037285804748535156,0.0,162030.35950010418,357.75259581814026,Other/Media
10.42.0.113_216.239.32.223_443_52301_TCP,406.4375,544.9830236748205,54.0,1606.0,13006,32,2.811328172683716,0.09068800557044245,0.4624117297942716,2.621537685394287,0.0,4626.281449491158,11.382516252784642,Other/Media
10.42.0.113_216.239.32.223_443_57243_UDP,1113.4444444444443,363.61002037014913,85.0,1242.0,10021,9,0.03208351135253906,0.004010438919067383,0.009958480657843797,0.030345916748046875,5.7220458984375e-06,312331.3891207812,280.5091809287527,Other/Media
10.42.0.113_216.239.38.223_443_54856_UDP,670.4444444444445,551.807796370985,68.0,1364.0,96544,144,1.6924402713775635,0.011835246652989954,0.09142399288908629,1.0936415195465088,0.0,57044.224595999105,85.08419313291216,Other/Media
10.42.0.113_224.0.0.22_0_0_Unknown,54.0,0.0,54.0,54.0,1728,32,1897.52840590477,61.210593738863544,152.47306648775182,723.2533574104309,3.814697265625e-06,0.9106583035658986,0.016864042658627752,Other/Media
10.42.0.113_224.0.0.251_5353_5353_UDP,133.95294117647057,25.36644651890642,115.0,173.0,22772,170,1987.4306545257568,11.75994470133584,53.445546481381214,615.9487867355347,1.71661376953125e-05,11.458009836310929,0.08553757562677226,Other/Media
10.42.0.113_34.149.73.26_443_50649_UDP,480.14814814814815,516.698185684025,68.0,1294.0,12964,27,0.17537617683410645,0.006745237570542555,0.010313192817788527,0.03157687187194824,2.384185791015625e-07,73920.67904173737,153.95389803509016,Other/Media
10.42.0.113_52.123.173.0_443_51722_TCP,494.1333333333333,694.2120105238424,66.0,2866.0,14824,30,96.57209157943726,3.330072123428871,15.644734912245204,85.51868987083435,7.152557373046875e-07,153.50190312803082,0.31064875160826527,Other/Media
10.42.0.113_52.123.173.255_443_51720_TCP,467.1666666666667,697.0491653311758,66.0,2866.0,14015,30,0.8372738361358643,0.028871511590891873,0.029023483188520233,0.10114073753356934,0.0,16738.82863204286,35.83052864511494,Other/Media
10.42.0.113_57.144.188.5_443_58033_UDP,559.2105263157895,540.7151773781567,84.0,1274.0,10625,19,0.22217011451721191,0.012342784139845107,0.024373888278703668,0.07935929298400879,2.384185791015625e-07,47823.49867168203,85.51966821289022,Other/Media
